Student_ID,Department,Semester,Subject_ID,Internal_Marks,External_Marks,Final_Marks,Attendance,Grade,Grade_Point,Pass_Fail
ST04706,Mechanical,7,ME102,27,49,76,73,B+,8,Pass
ST04706,Mechanical,7,ME103,28,22,50,97,C,6,Pass
ST04706,Mechanical,7,ME104,17,29,46,90,D,5,Pass
ST04706,Mechanical,7,ME105,19,37,56,65,C,6,Pass
ST04707,Computer Science,2,CS101,19,23,42,88,D,5,Pass
ST04707,Computer Science,2,CS102,15,22,37,79,F,0,Fail
ST04707,Computer Science,2,CS103,27,25,52,91,C,6,Pass
ST04707,Computer Science,2,CS104,15,59,74,64,B+,8,Pass
ST04707,Computer Science,2,CS105,22,46,68,78,B,7,Pass
ST04708,Business Analytics,8,BA101,15,37,52,98,C,6,Pass
ST04708,Business Analytics,8,BA102,22,59,81,70,A,9,Pass
ST04708,Business Analytics,8,BA103,30,35,65,75,B,7,Pass
ST04708,Business Analytics,8,BA104,20,30,50,82,C,6,Pass
ST04708,Business Analytics,8,BA105,21,64,85,84,A,9,Pass
ST04709,Business Analytics,4,BA101,24,51,75,92,B+,8,Pass
ST04709,Business Analytics,4,BA102,21,53,74,94,B+,8,Pass
ST04709,Business Analytics,4,BA103,26,45,71,80,B+,8,Pass
ST04709,Business Analytics,4,BA104,22,58,80,94,A,9,Pass
ST04709,Business Analytics,4,BA105,23,60,83,91,A,9,Pass
ST04710,Electronics,5,EC101,15,57,72,100,B+,8,Pass
ST04710,Electronics,5,EC102,27,43,70,98,B+,8,Pass
ST04710,Electronics,5,EC103,19,64,83,79,A,9,Pass
ST04710,Electronics,5,EC104,15,36,51,83,C,6,Pass
ST04710,Electronics,5,EC105,25,69,94,73,A+,10,Pass
ST04711,Computer Science,7,CS101,19,22,41,64,D,5,Pass
ST04711,Computer Science,7,CS102,17,42,59,96,C,6,Pass
ST04711,Computer Science,7,CS103,28,42,70,61,B+,8,Pass
ST04711,Computer Science,7,CS104,18,60,78,70,B+,8,Pass
ST04711,Computer Science,7,CS105,15,30,45,98,D,5,Pass
ST04712,Data Science,3,DS101,21,56,77,90,B+,8,Pass
ST04712,Data Science,3,DS102,27,49,76,83,B+,8,Pass
ST04712,Data Science,3,DS103,30,48,78,95,B+,8,Pass
ST04712,Data Science,3,DS104,21,38,59,90,C,6,Pass
ST04712,Data Science,3,DS105,21,28,49,75,D,5,Pass
ST04713,Electronics,5,EC101,21,31,52,98,C,6,Pass
ST04713,Electronics,5,EC102,15,23,38,62,F,0,Fail
ST04713,Electronics,5,EC103,23,67,90,76,A+,10,Pass
ST04713,Electronics,5,EC104,28,30,58,67,C,6,Pass
ST04713,Electronics,5,EC105,24,49,73,61,B+,8,Pass
ST04714,Business Analytics,5,BA101,20,26,46,99,D,5,Pass
ST04714,Business Analytics,5,BA102,23,35,58,68,C,6,Pass
ST04714,Business Analytics,5,BA103,25,44,69,92,B,7,Pass
ST04714,Business Analytics,5,BA104,15,44,59,92,C,6,Pass
ST04714,Business Analytics,5,BA105,16,55,71,94,B+,8,Pass
ST04715,Electronics,5,EC101,27,46,73,89,B+,8,Pass
ST04715,Electronics,5,EC102,21,55,76,60,B+,8,Pass
ST04715,Electronics,5,EC103,30,21,51,97,C,6,Pass
ST04715,Electronics,5,EC104,28,41,69,96,B,7,Pass
ST04715,Electronics,5,EC105,26,43,69,90,B,7,Pass
ST04716,Information Technology,6,IT101,25,24,49,99,D,5,Pass
ST04716,Information Technology,6,IT102,21,50,71,63,B+,8,Pass
ST04716,Information Technology,6,IT103,25,58,83,71,A,9,Pass
ST04716,Information Technology,6,IT104,24,68,92,74,A+,10,Pass
ST04716,Information Technology,6,IT105,23,51,74,85,B+,8,Pass
ST04717,Computer Science,4,CS101,23,66,89,61,A,9,Pass
ST04717,Computer Science,4,CS102,27,46,73,62,B+,8,Pass
ST04717,Computer Science,4,CS103,26,56,82,69,A,9,Pass
ST04717,Computer Science,4,CS104,22,68,90,65,A+,10,Pass
ST04717,Computer Science,4,CS105,15,33,48,71,D,5,Pass
ST04718,Electronics,6,EC101,23,68,91,62,A+,10,Pass
ST04718,Electronics,6,EC102,23,69,92,95,A+,10,Pass
ST04718,Electronics,6,EC103,21,51,72,74,B+,8,Pass
ST04718,Electronics,6,EC104,26,30,56,61,C,6,Pass
ST04718,Electronics,6,EC105,28,55,83,81,A,9,Pass
ST04719,Information Technology,2,IT101,25,25,50,79,C,6,Pass
ST04719,Information Technology,2,IT102,18,53,71,60,B+,8,Pass
ST04719,Information Technology,2,IT103,21,28,49,84,D,5,Pass
ST04719,Information Technology,2,IT104,18,62,80,74,A,9,Pass
ST04719,Information Technology,2,IT105,28,43,71,90,B+,8,Pass
ST04720,Civil,8,CV101,23,53,76,83,B+,8,Pass
ST04720,Civil,8,CV102,26,47,73,97,B+,8,Pass
ST04720,Civil,8,CV103,25,21,46,74,D,5,Pass
ST04720,Civil,8,CV104,17,22,39,67,F,0,Fail
ST04720,Civil,8,CV105,26,48,74,68,B+,8,Pass
ST04721,Electronics,2,EC101,24,30,54,75,C,6,Pass
ST04721,Electronics,2,EC102,30,53,83,91,A,9,Pass
ST04721,Electronics,2,EC103,17,56,73,84,B+,8,Pass
ST04721,Electronics,2,EC104,16,26,42,64,D,5,Pass
ST04721,Electronics,2,EC105,16,21,37,82,F,0,Fail
ST04722,Computer Science,4,CS101,21,42,63,61,B,7,Pass
ST04722,Computer Science,4,CS102,22,22,44,72,D,5,Pass
ST04722,Computer Science,4,CS103,29,52,81,88,A,9,Pass
ST04722,Computer Science,4,CS104,20,40,60,81,B,7,Pass
ST04722,Computer Science,4,CS105,25,28,53,84,C,6,Pass
ST04723,Information Technology,7,IT101,24,50,74,90,B+,8,Pass
ST04723,Information Technology,7,IT102,17,51,68,93,B,7,Pass
ST04723,Information Technology,7,IT103,19,29,48,60,D,5,Pass
ST04723,Information Technology,7,IT104,20,51,71,86,B+,8,Pass
ST04723,Information Technology,7,IT105,25,27,52,83,C,6,Pass
ST04724,Business Analytics,4,BA101,20,54,74,74,B+,8,Pass
ST04724,Business Analytics,4,BA102,22,59,81,93,A,9,Pass
ST04724,Business Analytics,4,BA103,28,39,67,76,B,7,Pass
ST04724,Business Analytics,4,BA104,23,31,54,93,C,6,Pass
ST04724,Business Analytics,4,BA105,15,59,74,80,B+,8,Pass
ST04725,Computer Science,7,CS101,20,28,48,87,D,5,Pass
ST04725,Computer Science,7,CS102,29,21,50,86,C,6,Pass
ST04725,Computer Science,7,CS103,22,21,43,81,D,5,Pass
ST04725,Computer Science,7,CS104,21,68,89,66,A,9,Pass
ST04725,Computer Science,7,CS105,18,23,41,99,D,5,Pass
ST04726,Civil,2,CV101,18,32,50,66,C,6,Pass
ST04726,Civil,2,CV102,28,20,48,79,D,5,Pass
ST04726,Civil,2,CV103,18,61,79,89,B+,8,Pass
ST04726,Civil,2,CV104,26,60,86,73,A,9,Pass
ST04726,Civil,2,CV105,24,53,77,95,B+,8,Pass
ST04727,Electronics,4,EC101,21,22,43,73,D,5,Pass
ST04727,Electronics,4,EC102,22,60,82,68,A,9,Pass
ST04727,Electronics,4,EC103,16,52,68,92,B,7,Pass
ST04727,Electronics,4,EC104,21,25,46,64,D,5,Pass
ST04727,Electronics,4,EC105,28,30,58,80,C,6,Pass
ST04728,Civil,5,CV101,22,51,73,72,B+,8,Pass
ST04728,Civil,5,CV102,27,62,89,65,A,9,Pass
ST04728,Civil,5,CV103,20,37,57,93,C,6,Pass
ST04728,Civil,5,CV104,18,44,62,60,B,7,Pass
ST04728,Civil,5,CV105,26,22,48,65,D,5,Pass
ST04729,Artificial Intelligence,8,AI101,25,62,87,66,A,9,Pass
ST04729,Artificial Intelligence,8,AI102,29,32,61,80,B,7,Pass
ST04729,Artificial Intelligence,8,AI103,20,39,59,62,C,6,Pass
ST04729,Artificial Intelligence,8,AI104,25,33,58,100,C,6,Pass
ST04729,Artificial Intelligence,8,AI105,17,52,69,99,B,7,Pass
ST04730,Data Science,8,DS101,25,60,85,96,A,9,Pass
ST04730,Data Science,8,DS102,26,67,93,100,A+,10,Pass
ST04730,Data Science,8,DS103,30,53,83,99,A,9,Pass
ST04730,Data Science,8,DS104,25,45,70,71,B+,8,Pass
ST04730,Data Science,8,DS105,24,26,50,83,C,6,Pass
ST04731,Artificial Intelligence,4,AI101,15,54,69,86,B,7,Pass
ST04731,Artificial Intelligence,4,AI102,15,65,80,81,A,9,Pass
ST04731,Artificial Intelligence,4,AI103,27,67,94,83,A+,10,Pass
ST04731,Artificial Intelligence,4,AI104,16,54,70,84,B+,8,Pass
ST04731,Artificial Intelligence,4,AI105,19,46,65,62,B,7,Pass
ST04732,Data Science,6,DS101,29,53,82,88,A,9,Pass
ST04732,Data Science,6,DS102,16,47,63,73,B,7,Pass
ST04732,Data Science,6,DS103,21,65,86,67,A,9,Pass
ST04732,Data Science,6,DS104,26,36,62,78,B,7,Pass
ST04732,Data Science,6,DS105,26,43,69,77,B,7,Pass
ST04733,Mechanical,7,ME101,25,45,70,93,B+,8,Pass
ST04733,Mechanical,7,ME102,18,67,85,92,A,9,Pass
ST04733,Mechanical,7,ME103,19,20,39,62,F,0,Fail
ST04733,Mechanical,7,ME104,27,29,56,74,C,6,Pass
ST04733,Mechanical,7,ME105,20,65,85,93,A,9,Pass
ST04734,Data Science,6,DS101,19,24,43,95,D,5,Pass
ST04734,Data Science,6,DS102,20,69,89,89,A,9,Pass
ST04734,Data Science,6,DS103,30,63,93,87,A+,10,Pass
ST04734,Data Science,6,DS104,23,36,59,98,C,6,Pass
ST04734,Data Science,6,DS105,20,61,81,69,A,9,Pass
ST04735,Electronics,1,EC101,23,57,80,82,A,9,Pass
ST04735,Electronics,1,EC102,22,21,43,93,D,5,Pass
ST04735,Electronics,1,EC103,27,63,90,72,A+,10,Pass
ST04735,Electronics,1,EC104,19,50,69,96,B,7,Pass
ST04735,Electronics,1,EC105,29,33,62,70,B,7,Pass
ST04736,Electronics,5,EC101,29,49,78,84,B+,8,Pass
ST04736,Electronics,5,EC102,19,36,55,90,C,6,Pass
ST04736,Electronics,5,EC103,18,47,65,92,B,7,Pass
ST04736,Electronics,5,EC104,26,40,66,75,B,7,Pass
ST04736,Electronics,5,EC105,22,31,53,68,C,6,Pass
ST04737,Artificial Intelligence,5,AI101,28,66,94,93,A+,10,Pass
ST04737,Artificial Intelligence,5,AI102,25,46,71,66,B+,8,Pass
ST04737,Artificial Intelligence,5,AI103,18,62,80,72,A,9,Pass
ST04737,Artificial Intelligence,5,AI104,19,51,70,96,B+,8,Pass
ST04737,Artificial Intelligence,5,AI105,17,59,76,68,B+,8,Pass
ST04738,Data Science,7,DS101,24,31,55,99,C,6,Pass
ST04738,Data Science,7,DS102,22,56,78,96,B+,8,Pass
ST04738,Data Science,7,DS103,29,32,61,98,B,7,Pass
ST04738,Data Science,7,DS104,24,47,71,91,B+,8,Pass
ST04738,Data Science,7,DS105,22,57,79,88,B+,8,Pass
ST04739,Data Science,7,DS101,18,64,82,60,A,9,Pass
ST04739,Data Science,7,DS102,29,37,66,93,B,7,Pass
ST04739,Data Science,7,DS103,16,20,36,60,F,0,Fail
ST04739,Data Science,7,DS104,19,63,82,85,A,9,Pass
ST04739,Data Science,7,DS105,30,52,82,65,A,9,Pass
ST04740,Business Analytics,6,BA101,26,62,88,62,A,9,Pass
ST04740,Business Analytics,6,BA102,20,33,53,98,C,6,Pass
ST04740,Business Analytics,6,BA103,22,50,72,81,B+,8,Pass
ST04740,Business Analytics,6,BA104,30,52,82,69,A,9,Pass
ST04740,Business Analytics,6,BA105,15,59,74,65,B+,8,Pass
ST04741,Business Analytics,2,BA101,29,60,89,70,A,9,Pass
ST04741,Business Analytics,2,BA102,17,47,64,87,B,7,Pass
ST04741,Business Analytics,2,BA103,22,25,47,60,D,5,Pass
ST04741,Business Analytics,2,BA104,18,34,52,72,C,6,Pass
ST04741,Business Analytics,2,BA105,20,36,56,94,C,6,Pass
ST04742,Civil,1,CV101,17,57,74,90,B+,8,Pass
ST04742,Civil,1,CV102,29,20,49,91,D,5,Pass
ST04742,Civil,1,CV103,21,70,91,96,A+,10,Pass
ST04742,Civil,1,CV104,19,55,74,93,B+,8,Pass
ST04742,Civil,1,CV105,17,40,57,97,C,6,Pass
ST04743,Artificial Intelligence,8,AI101,24,64,88,94,A,9,Pass
ST04743,Artificial Intelligence,8,AI102,17,50,67,96,B,7,Pass
ST04743,Artificial Intelligence,8,AI103,28,61,89,61,A,9,Pass
ST04743,Artificial Intelligence,8,AI104,30,63,93,87,A+,10,Pass
ST04743,Artificial Intelligence,8,AI105,29,21,50,67,C,6,Pass
ST04744,Information Technology,6,IT101,25,66,91,61,A+,10,Pass
ST04744,Information Technology,6,IT102,25,37,62,77,B,7,Pass
ST04744,Information Technology,6,IT103,23,42,65,82,B,7,Pass
ST04744,Information Technology,6,IT104,21,60,81,82,A,9,Pass
ST04744,Information Technology,6,IT105,24,23,47,64,D,5,Pass
ST04745,Business Analytics,5,BA101,28,33,61,64,B,7,Pass
ST04745,Business Analytics,5,BA102,17,49,66,90,B,7,Pass
ST04745,Business Analytics,5,BA103,16,24,40,94,D,5,Pass
ST04745,Business Analytics,5,BA104,23,43,66,78,B,7,Pass
ST04745,Business Analytics,5,BA105,16,65,81,92,A,9,Pass
ST04746,Information Technology,3,IT101,26,23,49,72,D,5,Pass
ST04746,Information Technology,3,IT102,18,21,39,72,F,0,Fail
ST04746,Information Technology,3,IT103,24,21,45,81,D,5,Pass
ST04746,Information Technology,3,IT104,16,55,71,100,B+,8,Pass
ST04746,Information Technology,3,IT105,18,70,88,91,A,9,Pass
ST04747,Data Science,5,DS101,30,67,97,97,A+,10,Pass
ST04747,Data Science,5,DS102,28,20,48,78,D,5,Pass
ST04747,Data Science,5,DS103,17,69,86,73,A,9,Pass
ST04747,Data Science,5,DS104,20,22,42,80,D,5,Pass
ST04747,Data Science,5,DS105,27,69,96,72,A+,10,Pass
ST04748,Mechanical,6,ME101,23,20,43,63,D,5,Pass
ST04748,Mechanical,6,ME102,20,31,51,62,C,6,Pass
ST04748,Mechanical,6,ME103,17,24,41,86,D,5,Pass
ST04748,Mechanical,6,ME104,22,26,48,82,D,5,Pass
ST04748,Mechanical,6,ME105,29,66,95,72,A+,10,Pass
ST04749,Business Analytics,4,BA101,25,45,70,69,B+,8,Pass
ST04749,Business Analytics,4,BA102,22,38,60,79,B,7,Pass
ST04749,Business Analytics,4,BA103,20,66,86,98,A,9,Pass
ST04749,Business Analytics,4,BA104,22,64,86,96,A,9,Pass
ST04749,Business Analytics,4,BA105,22,67,89,99,A,9,Pass
ST04750,Data Science,5,DS101,28,30,58,99,C,6,Pass
ST04750,Data Science,5,DS102,15,67,82,71,A,9,Pass
ST04750,Data Science,5,DS103,18,56,74,71,B+,8,Pass
ST04750,Data Science,5,DS104,29,43,72,92,B+,8,Pass
ST04750,Data Science,5,DS105,24,70,94,90,A+,10,Pass
ST04751,Civil,7,CV101,29,69,98,89,A+,10,Pass
ST04751,Civil,7,CV102,27,40,67,68,B,7,Pass
ST04751,Civil,7,CV103,18,59,77,63,B+,8,Pass
ST04751,Civil,7,CV104,26,68,94,87,A+,10,Pass
ST04751,Civil,7,CV105,16,66,82,66,A,9,Pass
ST04752,Civil,5,CV101,25,46,71,63,B+,8,Pass
ST04752,Civil,5,CV102,21,67,88,73,A,9,Pass
ST04752,Civil,5,CV103,20,65,85,85,A,9,Pass
ST04752,Civil,5,CV104,28,70,98,62,A+,10,Pass
ST04752,Civil,5,CV105,29,66,95,73,A+,10,Pass
ST04753,Artificial Intelligence,1,AI101,26,21,47,80,D,5,Pass
ST04753,Artificial Intelligence,1,AI102,25,20,45,85,D,5,Pass
ST04753,Artificial Intelligence,1,AI103,19,45,64,100,B,7,Pass
ST04753,Artificial Intelligence,1,AI104,23,39,62,73,B,7,Pass
ST04753,Artificial Intelligence,1,AI105,18,39,57,62,C,6,Pass
ST04754,Electronics,2,EC101,20,66,86,65,A,9,Pass
ST04754,Electronics,2,EC102,15,52,67,71,B,7,Pass
ST04754,Electronics,2,EC103,27,61,88,82,A,9,Pass
ST04754,Electronics,2,EC104,16,47,63,77,B,7,Pass
ST04754,Electronics,2,EC105,30,32,62,74,B,7,Pass
ST04755,Data Science,7,DS101,26,70,96,76,A+,10,Pass
ST04755,Data Science,7,DS102,29,66,95,70,A+,10,Pass
ST04755,Data Science,7,DS103,21,38,59,95,C,6,Pass
ST04755,Data Science,7,DS104,23,28,51,95,C,6,Pass
ST04755,Data Science,7,DS105,23,43,66,60,B,7,Pass
ST04756,Data Science,6,DS101,27,44,71,67,B+,8,Pass
ST04756,Data Science,6,DS102,27,61,88,63,A,9,Pass
ST04756,Data Science,6,DS103,29,45,74,74,B+,8,Pass
ST04756,Data Science,6,DS104,21,66,87,85,A,9,Pass
ST04756,Data Science,6,DS105,16,63,79,91,B+,8,Pass
ST04757,Civil,8,CV101,29,66,95,98,A+,10,Pass
ST04757,Civil,8,CV102,20,46,66,85,B,7,Pass
ST04757,Civil,8,CV103,24,27,51,71,C,6,Pass
ST04757,Civil,8,CV104,17,41,58,87,C,6,Pass
ST04757,Civil,8,CV105,18,43,61,73,B,7,Pass
ST04758,Civil,4,CV101,17,48,65,75,B,7,Pass
ST04758,Civil,4,CV102,20,66,86,64,A,9,Pass
ST04758,Civil,4,CV103,29,61,90,64,A+,10,Pass
ST04758,Civil,4,CV104,18,51,69,62,B,7,Pass
ST04758,Civil,4,CV105,25,61,86,90,A,9,Pass
ST04759,Mechanical,1,ME101,29,25,54,88,C,6,Pass
ST04759,Mechanical,1,ME102,29,34,63,95,B,7,Pass
ST04759,Mechanical,1,ME103,26,66,92,66,A+,10,Pass
ST04759,Mechanical,1,ME104,26,58,84,89,A,9,Pass
ST04759,Mechanical,1,ME105,18,65,83,88,A,9,Pass
ST04760,Data Science,4,DS101,22,31,53,71,C,6,Pass
ST04760,Data Science,4,DS102,26,60,86,84,A,9,Pass
ST04760,Data Science,4,DS103,15,68,83,72,A,9,Pass
ST04760,Data Science,4,DS104,18,32,50,97,C,6,Pass
ST04760,Data Science,4,DS105,25,45,70,92,B+,8,Pass
ST04761,Mechanical,5,ME101,21,40,61,91,B,7,Pass
ST04761,Mechanical,5,ME102,25,23,48,65,D,5,Pass
ST04761,Mechanical,5,ME103,20,68,88,76,A,9,Pass
ST04761,Mechanical,5,ME104,30,21,51,87,C,6,Pass
ST04761,Mechanical,5,ME105,17,35,52,69,C,6,Pass
ST04762,Information Technology,5,IT101,17,36,53,79,C,6,Pass
ST04762,Information Technology,5,IT102,17,53,70,90,B+,8,Pass
ST04762,Information Technology,5,IT103,20,54,74,84,B+,8,Pass
ST04762,Information Technology,5,IT104,21,39,60,65,B,7,Pass
ST04762,Information Technology,5,IT105,24,23,47,79,D,5,Pass
ST04763,Artificial Intelligence,2,AI101,18,69,87,66,A,9,Pass
ST04763,Artificial Intelligence,2,AI102,20,28,48,62,D,5,Pass
ST04763,Artificial Intelligence,2,AI103,15,67,82,100,A,9,Pass
ST04763,Artificial Intelligence,2,AI104,29,54,83,80,A,9,Pass
ST04763,Artificial Intelligence,2,AI105,17,52,69,69,B,7,Pass
ST04764,Electronics,8,EC101,16,56,72,62,B+,8,Pass
ST04764,Electronics,8,EC102,22,49,71,64,B+,8,Pass
ST04764,Electronics,8,EC103,18,21,39,82,F,0,Fail
ST04764,Electronics,8,EC104,29,38,67,78,B,7,Pass
ST04764,Electronics,8,EC105,24,30,54,66,C,6,Pass
ST04765,Computer Science,6,CS101,17,43,60,62,B,7,Pass
ST04765,Computer Science,6,CS102,29,27,56,65,C,6,Pass
ST04765,Computer Science,6,CS103,17,62,79,88,B+,8,Pass
ST04765,Computer Science,6,CS104,28,34,62,60,B,7,Pass
ST04765,Computer Science,6,CS105,19,32,51,66,C,6,Pass
ST04766,Civil,4,CV101,24,21,45,66,D,5,Pass
ST04766,Civil,4,CV102,27,45,72,97,B+,8,Pass
ST04766,Civil,4,CV103,24,44,68,60,B,7,Pass
ST04766,Civil,4,CV104,28,31,59,74,C,6,Pass
ST04766,Civil,4,CV105,16,64,80,60,A,9,Pass
ST04767,Data Science,6,DS101,22,25,47,99,D,5,Pass
ST04767,Data Science,6,DS102,29,29,58,67,C,6,Pass
ST04767,Data Science,6,DS103,24,40,64,78,B,7,Pass
ST04767,Data Science,6,DS104,30,34,64,83,B,7,Pass
ST04767,Data Science,6,DS105,26,26,52,84,C,6,Pass
ST04768,Civil,2,CV101,18,40,58,87,C,6,Pass
ST04768,Civil,2,CV102,25,70,95,77,A+,10,Pass
ST04768,Civil,2,CV103,15,36,51,96,C,6,Pass
ST04768,Civil,2,CV104,27,38,65,67,B,7,Pass
ST04768,Civil,2,CV105,18,22,40,92,D,5,Pass
ST04769,Electronics,4,EC101,30,59,89,97,A,9,Pass
ST04769,Electronics,4,EC102,16,29,45,98,D,5,Pass
ST04769,Electronics,4,EC103,26,22,48,76,D,5,Pass
ST04769,Electronics,4,EC104,18,70,88,72,A,9,Pass
ST04769,Electronics,4,EC105,23,34,57,86,C,6,Pass
ST04770,Business Analytics,4,BA101,25,35,60,85,B,7,Pass
ST04770,Business Analytics,4,BA102,22,36,58,92,C,6,Pass
ST04770,Business Analytics,4,BA103,17,32,49,68,D,5,Pass
ST04770,Business Analytics,4,BA104,18,68,86,66,A,9,Pass
ST04770,Business Analytics,4,BA105,30,47,77,79,B+,8,Pass
ST04771,Mechanical,1,ME101,30,66,96,69,A+,10,Pass
ST04771,Mechanical,1,ME102,15,52,67,71,B,7,Pass
ST04771,Mechanical,1,ME103,16,53,69,61,B,7,Pass
ST04771,Mechanical,1,ME104,30,39,69,77,B,7,Pass
ST04771,Mechanical,1,ME105,17,30,47,74,D,5,Pass
ST04772,Computer Science,2,CS101,17,33,50,72,C,6,Pass
ST04772,Computer Science,2,CS102,29,33,62,73,B,7,Pass
ST04772,Computer Science,2,CS103,23,24,47,91,D,5,Pass
ST04772,Computer Science,2,CS104,18,54,72,100,B+,8,Pass
ST04772,Computer Science,2,CS105,25,43,68,75,B,7,Pass
ST04773,Mechanical,1,ME101,21,49,70,96,B+,8,Pass
ST04773,Mechanical,1,ME102,22,29,51,70,C,6,Pass
ST04773,Mechanical,1,ME103,15,21,36,100,F,0,Fail
ST04773,Mechanical,1,ME104,28,28,56,74,C,6,Pass
ST04773,Mechanical,1,ME105,23,37,60,64,B,7,Pass
ST04774,Civil,5,CV101,19,52,71,64,B+,8,Pass
ST04774,Civil,5,CV102,20,46,66,64,B,7,Pass
ST04774,Civil,5,CV103,30,64,94,63,A+,10,Pass
ST04774,Civil,5,CV104,28,68,96,84,A+,10,Pass
ST04774,Civil,5,CV105,21,61,82,85,A,9,Pass
ST04775,Civil,7,CV101,29,54,83,89,A,9,Pass
ST04775,Civil,7,CV102,15,51,66,69,B,7,Pass
ST04775,Civil,7,CV103,26,68,94,65,A+,10,Pass
ST04775,Civil,7,CV104,15,33,48,72,D,5,Pass
ST04775,Civil,7,CV105,28,69,97,91,A+,10,Pass
ST04776,Electronics,2,EC101,18,32,50,97,C,6,Pass
ST04776,Electronics,2,EC102,18,52,70,92,B+,8,Pass
ST04776,Electronics,2,EC103,22,60,82,82,A,9,Pass
ST04776,Electronics,2,EC104,22,51,73,87,B+,8,Pass
ST04776,Electronics,2,EC105,16,54,70,93,B+,8,Pass
ST04777,Artificial Intelligence,2,AI101,30,25,55,81,C,6,Pass
ST04777,Artificial Intelligence,2,AI102,23,58,81,92,A,9,Pass
ST04777,Artificial Intelligence,2,AI103,17,25,42,86,D,5,Pass
ST04777,Artificial Intelligence,2,AI104,17,30,47,82,D,5,Pass
ST04777,Artificial Intelligence,2,AI105,30,59,89,81,A,9,Pass
ST04778,Mechanical,6,ME101,24,38,62,69,B,7,Pass
ST04778,Mechanical,6,ME102,21,52,73,64,B+,8,Pass
ST04778,Mechanical,6,ME103,23,66,89,72,A,9,Pass
ST04778,Mechanical,6,ME104,16,26,42,84,D,5,Pass
ST04778,Mechanical,6,ME105,25,21,46,95,D,5,Pass
ST04779,Electronics,2,EC101,26,66,92,88,A+,10,Pass
ST04779,Electronics,2,EC102,20,26,46,70,D,5,Pass
ST04779,Electronics,2,EC103,24,22,46,78,D,5,Pass
ST04779,Electronics,2,EC104,29,21,50,86,C,6,Pass
ST04779,Electronics,2,EC105,18,42,60,92,B,7,Pass
ST04780,Computer Science,2,CS101,17,23,40,88,D,5,Pass
ST04780,Computer Science,2,CS102,19,34,53,70,C,6,Pass
ST04780,Computer Science,2,CS103,18,29,47,95,D,5,Pass
ST04780,Computer Science,2,CS104,29,41,70,62,B+,8,Pass
ST04780,Computer Science,2,CS105,20,63,83,67,A,9,Pass
ST04781,Civil,7,CV101,25,24,49,81,D,5,Pass
ST04781,Civil,7,CV102,24,26,50,74,C,6,Pass
ST04781,Civil,7,CV103,28,46,74,90,B+,8,Pass
ST04781,Civil,7,CV104,17,31,48,60,D,5,Pass
ST04781,Civil,7,CV105,25,65,90,87,A+,10,Pass
ST04782,Data Science,3,DS101,19,53,72,66,B+,8,Pass
ST04782,Data Science,3,DS102,29,49,78,92,B+,8,Pass
ST04782,Data Science,3,DS103,21,22,43,86,D,5,Pass
ST04782,Data Science,3,DS104,17,39,56,71,C,6,Pass
ST04782,Data Science,3,DS105,25,34,59,75,C,6,Pass
ST04783,Mechanical,4,ME101,18,30,48,70,D,5,Pass
ST04783,Mechanical,4,ME102,28,23,51,62,C,6,Pass
ST04783,Mechanical,4,ME103,26,38,64,67,B,7,Pass
ST04783,Mechanical,4,ME104,22,24,46,92,D,5,Pass
ST04783,Mechanical,4,ME105,27,54,81,97,A,9,Pass
ST04784,Civil,8,CV101,19,40,59,95,C,6,Pass
ST04784,Civil,8,CV102,30,27,57,63,C,6,Pass
ST04784,Civil,8,CV103,29,29,58,63,C,6,Pass
ST04784,Civil,8,CV104,17,47,64,86,B,7,Pass
ST04784,Civil,8,CV105,15,53,68,70,B,7,Pass
ST04785,Mechanical,6,ME101,21,27,48,62,D,5,Pass
ST04785,Mechanical,6,ME102,19,34,53,90,C,6,Pass
ST04785,Mechanical,6,ME103,17,48,65,92,B,7,Pass
ST04785,Mechanical,6,ME104,21,42,63,90,B,7,Pass
ST04785,Mechanical,6,ME105,22,60,82,64,A,9,Pass
ST04786,Mechanical,7,ME101,28,68,96,75,A+,10,Pass
ST04786,Mechanical,7,ME102,30,43,73,90,B+,8,Pass
ST04786,Mechanical,7,ME103,22,22,44,84,D,5,Pass
ST04786,Mechanical,7,ME104,23,32,55,67,C,6,Pass
ST04786,Mechanical,7,ME105,17,63,80,100,A,9,Pass
ST04787,Information Technology,2,IT101,23,38,61,78,B,7,Pass
ST04787,Information Technology,2,IT102,23,32,55,70,C,6,Pass
ST04787,Information Technology,2,IT103,27,55,82,96,A,9,Pass
ST04787,Information Technology,2,IT104,19,21,40,79,D,5,Pass
ST04787,Information Technology,2,IT105,15,68,83,70,A,9,Pass
ST04788,Electronics,7,EC101,20,20,40,70,D,5,Pass
ST04788,Electronics,7,EC102,27,38,65,98,B,7,Pass
ST04788,Electronics,7,EC103,19,46,65,74,B,7,Pass
ST04788,Electronics,7,EC104,16,55,71,79,B+,8,Pass
ST04788,Electronics,7,EC105,15,33,48,88,D,5,Pass
ST04789,Information Technology,2,IT101,26,61,87,80,A,9,Pass
ST04789,Information Technology,2,IT102,22,48,70,61,B+,8,Pass
ST04789,Information Technology,2,IT103,24,69,93,79,A+,10,Pass
ST04789,Information Technology,2,IT104,22,34,56,69,C,6,Pass
ST04789,Information Technology,2,IT105,22,59,81,69,A,9,Pass
ST04790,Business Analytics,5,BA101,17,57,74,75,B+,8,Pass
ST04790,Business Analytics,5,BA102,18,39,57,79,C,6,Pass
